epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,218.403,1.419,3.86712,0.01857,0.38707,0.26985,0.25792,0.1364,1.57956,2.41513,0.0253,0.00185557,0.00185557,0.0685418
2,412.432,1.40555,2.71697,0.0183,0.52972,0.37466,0.39504,0.19797,1.60615,2.08091,0.02636,0.00367549,0.00367549,0.0370284
3,601.43,1.42728,2.43801,0.01874,0.5959,0.41147,0.46048,0.23711,1.63275,1.86168,0.02637,0.00545864,0.00545864,0.00547825
4,781.196,1.45764,2.29818,0.01932,0.61632,0.46831,0.50982,0.25991,1.6136,1.76459,0.02615,0.00540457,0.00540457,0.00540457
5,962.2,1.44897,2.15951,0.01918,0.62274,0.48944,0.54075,0.28003,1.60808,1.69329,0.02551,0.00534943,0.00534943,0.00534943
6,1142.55,1.44338,2.05092,0.01905,0.62614,0.51913,0.57049,0.30234,1.60016,1.54926,0.02585,0.00529429,0.00529429,0.00529429
7,1320.46,1.43993,1.97927,0.01907,0.66978,0.52822,0.59182,0.3154,1.5932,1.49351,0.02564,0.00523914,0.00523914,0.00523914
8,1497.74,1.43354,1.90066,0.01888,0.69907,0.53749,0.61659,0.33162,1.5761,1.42905,0.02508,0.005184,0.005184,0.005184
9,1676.46,1.42835,1.84927,0.01868,0.68231,0.57739,0.63343,0.34493,1.56718,1.37535,0.02461,0.00512886,0.00512886,0.00512886
10,1853.44,1.42521,1.80621,0.01875,0.70843,0.55244,0.63785,0.35308,1.52322,1.36712,0.02406,0.00507371,0.00507371,0.00507371
11,2030.57,1.42121,1.74727,0.01873,0.71715,0.58184,0.65354,0.36129,1.54586,1.28917,0.02405,0.00501857,0.00501857,0.00501857
12,2207.86,1.42019,1.72604,0.01857,0.73201,0.58013,0.66225,0.37297,1.50734,1.2947,0.02324,0.00496343,0.00496343,0.00496343
13,2385.39,1.41514,1.69851,0.0184,0.72415,0.59449,0.67132,0.37553,1.53624,1.2491,0.02396,0.00490828,0.00490828,0.00490828
14,2562.85,1.40742,1.65228,0.01829,0.73917,0.60463,0.68776,0.39151,1.51124,1.21384,0.02343,0.00485314,0.00485314,0.00485314
15,2740.57,1.41211,1.6179,0.01832,0.74582,0.61085,0.69321,0.39371,1.50839,1.20004,0.02334,0.004798,0.004798,0.004798
16,2921.18,1.40724,1.60677,0.01804,0.7399,0.62051,0.69746,0.40394,1.49148,1.17225,0.02293,0.00474286,0.00474286,0.00474286
17,3101.74,1.39977,1.56608,0.01797,0.75674,0.61773,0.70531,0.41129,1.49141,1.1427,0.02274,0.00468771,0.00468771,0.00468771
18,3282.07,1.39178,1.54985,0.01807,0.75507,0.6304,0.71302,0.41993,1.47421,1.13002,0.02232,0.00463257,0.00463257,0.00463257
19,3462.15,1.38906,1.54335,0.0179,0.74754,0.63447,0.71308,0.42122,1.47225,1.12521,0.02226,0.00457743,0.00457743,0.00457743
20,3643.44,1.38079,1.50885,0.01773,0.77516,0.62786,0.71769,0.4223,1.47156,1.12519,0.02227,0.00452228,0.00452228,0.00452228
21,3830.58,1.37845,1.49439,0.01762,0.79602,0.62644,0.72337,0.42719,1.47091,1.11883,0.02218,0.00446714,0.00446714,0.00446714
22,4016.63,1.37448,1.49313,0.01755,0.77531,0.63542,0.72593,0.43145,1.46644,1.10371,0.02215,0.004412,0.004412,0.004412
23,4195.84,1.37323,1.47528,0.01758,0.78727,0.63822,0.72949,0.43475,1.45732,1.09782,0.02206,0.00435685,0.00435685,0.00435685
24,4375.21,1.36344,1.45152,0.01726,0.79468,0.64069,0.73444,0.437,1.45919,1.08202,0.02206,0.00430171,0.00430171,0.00430171
25,4554.95,1.35658,1.42678,0.0172,0.78992,0.63711,0.73406,0.43877,1.45691,1.07569,0.02196,0.00424657,0.00424657,0.00424657
26,4735.23,1.36247,1.41635,0.01725,0.77032,0.65289,0.73362,0.43994,1.45281,1.07265,0.02186,0.00419143,0.00419143,0.00419143
27,4914.84,1.35456,1.40475,0.01716,0.78857,0.64281,0.73407,0.44251,1.44457,1.07269,0.02168,0.00413628,0.00413628,0.00413628
28,5092.8,1.35394,1.39534,0.01704,0.78089,0.65251,0.73733,0.44558,1.44323,1.06767,0.02164,0.00408114,0.00408114,0.00408114
29,5271.97,1.34132,1.37565,0.01694,0.7957,0.64904,0.73945,0.44699,1.43895,1.06793,0.02153,0.004026,0.004026,0.004026
30,5450.04,1.34708,1.35617,0.0169,0.78257,0.6542,0.74112,0.44854,1.43983,1.05754,0.02155,0.00397085,0.00397085,0.00397085
31,5632.69,1.34774,1.35765,0.01695,0.77589,0.6586,0.74132,0.44918,1.43966,1.05057,0.02152,0.00391571,0.00391571,0.00391571
32,5811.99,1.33683,1.33901,0.01685,0.77713,0.66428,0.743,0.45091,1.43852,1.04379,0.0215,0.00386057,0.00386057,0.00386057
33,5990.58,1.32673,1.32831,0.0166,0.7783,0.66627,0.7439,0.45172,1.43718,1.04145,0.02146,0.00380542,0.00380542,0.00380542
