epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,201.284,1.417,3.73672,0.01953,0.4544,0.29751,0.29494,0.1498,1.65512,2.3644,0.0269,0.00417076,0.00417076,0.070858
2,384.955,1.43125,2.64852,0.01997,0.56382,0.41103,0.43419,0.21101,1.65317,1.95136,0.0275,0.00826149,0.00826149,0.0416154
3,565.994,1.46087,2.42845,0.0205,0.63156,0.44409,0.50364,0.25726,1.63618,1.76912,0.02723,0.0122696,0.0122696,0.0122901
4,743.4,1.47643,2.28842,0.02078,0.6427,0.47195,0.53036,0.27566,1.63255,1.70568,0.0263,0.0121482,0.0121482,0.0121482
5,918.979,1.46179,2.14871,0.02057,0.63269,0.47693,0.52668,0.27078,1.64779,1.70751,0.02664,0.0120242,0.0120242,0.0120242
6,1097.14,1.45358,2.04629,0.02025,0.65681,0.53493,0.59072,0.31226,1.61497,1.52029,0.02629,0.0119003,0.0119003,0.0119003
7,1276.59,1.45153,1.97081,0.02033,0.67062,0.52868,0.59114,0.31823,1.61689,1.4706,0.02577,0.0117763,0.0117763,0.0117763
8,1456.04,1.43667,1.90492,0.02006,0.67756,0.56394,0.62281,0.34265,1.57751,1.38963,0.02499,0.0116524,0.0116524,0.0116524
9,1634.38,1.43253,1.84073,0.01987,0.70174,0.55396,0.6364,0.34967,1.55301,1.36555,0.02441,0.0115284,0.0115284,0.0115284
10,1807.91,1.42556,1.79886,0.01978,0.70857,0.58475,0.65094,0.36122,1.55896,1.31667,0.02453,0.0114045,0.0114045,0.0114045
11,1980.32,1.41777,1.76124,0.01944,0.72663,0.57732,0.65367,0.36899,1.55005,1.29495,0.02452,0.0112805,0.0112805,0.0112805
12,2154.59,1.41857,1.72023,0.01949,0.74692,0.57562,0.6694,0.38308,1.52199,1.26465,0.02379,0.0111566,0.0111566,0.0111566
13,2328.92,1.40383,1.67834,0.01928,0.72662,0.5981,0.68121,0.38908,1.53348,1.2438,0.02404,0.0110326,0.0110326,0.0110326
14,2503.65,1.39743,1.64045,0.01912,0.73878,0.60998,0.69091,0.39877,1.49587,1.21961,0.02324,0.0109087,0.0109087,0.0109087
15,2679.67,1.39628,1.61887,0.01901,0.74791,0.61129,0.69111,0.40432,1.49745,1.18827,0.02298,0.0107847,0.0107847,0.0107847
16,2858.7,1.39149,1.59071,0.0189,0.75251,0.61847,0.70359,0.40901,1.50877,1.16261,0.02345,0.0106608,0.0106608,0.0106608
17,3037.35,1.38939,1.56221,0.01884,0.76105,0.61389,0.7016,0.41185,1.49706,1.15652,0.02304,0.0105368,0.0105368,0.0105368
18,3214.38,1.37502,1.54055,0.01862,0.76525,0.62503,0.70801,0.41988,1.48379,1.13195,0.02269,0.0104129,0.0104129,0.0104129
19,3392.46,1.3747,1.53626,0.01852,0.76831,0.63016,0.71621,0.42411,1.47228,1.12387,0.02258,0.0102889,0.0102889,0.0102889
20,3570.6,1.36245,1.49754,0.01845,0.7754,0.63032,0.71967,0.4264,1.47503,1.108,0.02265,0.010165,0.010165,0.010165
21,3750.02,1.35737,1.48057,0.01828,0.76308,0.65534,0.72394,0.43164,1.4692,1.09753,0.02253,0.010041,0.010041,0.010041
22,3928.64,1.35856,1.45344,0.01818,0.7707,0.64971,0.72833,0.43528,1.46591,1.09152,0.02242,0.00991709,0.00991709,0.00991709
23,4106.8,1.35227,1.43774,0.01798,0.77182,0.65321,0.729,0.4384,1.45808,1.0798,0.02209,0.00979314,0.00979314,0.00979314
24,4285.12,1.35089,1.42421,0.01793,0.77261,0.6484,0.73235,0.44278,1.46175,1.07008,0.02208,0.0096692,0.0096692,0.0096692
25,4464.52,1.34316,1.43042,0.01786,0.76994,0.65017,0.7354,0.44628,1.44918,1.07512,0.02193,0.00954525,0.00954525,0.00954525
26,4643.28,1.32707,1.40697,0.01759,0.76874,0.65381,0.73603,0.44833,1.44838,1.06717,0.02192,0.0094213,0.0094213,0.0094213
27,4821.94,1.33323,1.37229,0.01768,0.77231,0.65471,0.73845,0.45084,1.44639,1.06518,0.02185,0.00929735,0.00929735,0.00929735
28,5000.18,1.32514,1.36693,0.01756,0.76681,0.65688,0.73847,0.45089,1.4426,1.06453,0.02178,0.0091734,0.0091734,0.0091734
29,5180.52,1.32201,1.35209,0.01735,0.77363,0.65311,0.74013,0.45315,1.43995,1.05686,0.02173,0.00904946,0.00904946,0.00904946
30,5353,1.32172,1.34923,0.01741,0.78113,0.6498,0.74022,0.4537,1.43906,1.05432,0.02171,0.00892551,0.00892551,0.00892551
31,5525.78,1.31748,1.32689,0.01727,0.78898,0.65211,0.74286,0.45596,1.44206,1.04275,0.02172,0.00880156,0.00880156,0.00880156
32,5698.13,1.30133,1.32449,0.01713,0.77639,0.65974,0.74293,0.45571,1.43814,1.04409,0.02162,0.00867761,0.00867761,0.00867761
33,5871.1,1.30863,1.30502,0.0171,0.77815,0.66283,0.74442,0.4577,1.43758,1.03807,0.02164,0.00855366,0.00855366,0.00855366
34,6044.81,1.29314,1.28682,0.01698,0.77901,0.66238,0.74511,0.45888,1.43346,1.03749,0.02157,0.00842972,0.00842972,0.00842972
35,6217.6,1.28476,1.28597,0.01675,0.77861,0.66417,0.74613,0.4601,1.43355,1.031,0.02153,0.00830577,0.00830577,0.00830577
36,6390.75,1.27839,1.26989,0.01653,0.77923,0.66472,0.74748,0.46135,1.43186,1.02956,0.02146,0.00818182,0.00818182,0.00818182
37,6563.75,1.28986,1.26363,0.01665,0.78686,0.66368,0.74829,0.46242,1.43086,1.02835,0.02141,0.00805787,0.00805787,0.00805787
38,6736.62,1.28058,1.24914,0.0166,0.78258,0.6678,0.74921,0.4632,1.42937,1.02669,0.02139,0.00793392,0.00793392,0.00793392
39,6910.01,1.27546,1.22593,0.01648,0.77989,0.67169,0.74956,0.46451,1.42729,1.02537,0.02133,0.00780998,0.00780998,0.00780998
40,7082.51,1.2682,1.22112,0.01643,0.78272,0.67376,0.75,0.46509,1.42779,1.0213,0.02135,0.00768603,0.00768603,0.00768603
41,7255.55,1.26018,1.20758,0.01625,0.78579,0.67521,0.75212,0.46562,1.4247,1.02041,0.02128,0.00756208,0.00756208,0.00756208
42,7428.64,1.26211,1.19593,0.01621,0.78722,0.67441,0.75207,0.46704,1.42206,1.01709,0.02118,0.00743813,0.00743813,0.00743813
43,7601.88,1.24831,1.18974,0.01605,0.78592,0.67479,0.75186,0.46779,1.42054,1.01737,0.02114,0.00731418,0.00731418,0.00731418
44,7773.85,1.25362,1.18675,0.0161,0.78819,0.67342,0.75188,0.46862,1.41996,1.01295,0.02113,0.00719024,0.00719024,0.00719024
45,7947.15,1.2385,1.17656,0.01587,0.79049,0.6726,0.75293,0.46966,1.41679,1.01307,0.02104,0.00706629,0.00706629,0.00706629
46,8119.42,1.23883,1.16451,0.01584,0.7868,0.67644,0.75285,0.47011,1.41536,1.01084,0.02101,0.00694234,0.00694234,0.00694234
47,8293.54,1.23335,1.14777,0.01584,0.78954,0.67617,0.75369,0.47132,1.41231,1.00987,0.02097,0.00681839,0.00681839,0.00681839
48,8468.27,1.2283,1.1442,0.01563,0.79535,0.67016,0.75443,0.47357,1.41391,1.0039,0.02099,0.00669444,0.00669444,0.00669444
49,8641.87,1.22449,1.1322,0.01556,0.79808,0.66882,0.75419,0.47403,1.41352,1.00072,0.02097,0.0065705,0.0065705,0.0065705
50,8813.83,1.22107,1.13133,0.0155,0.79266,0.67107,0.75422,0.47485,1.4114,0.99872,0.02094,0.00644655,0.00644655,0.00644655
51,8986.58,1.21358,1.09833,0.01544,0.79191,0.67374,0.75473,0.47632,1.41068,0.99708,0.0209,0.0063226,0.0063226,0.0063226
52,9158.38,1.20167,1.10309,0.01521,0.79846,0.67237,0.75551,0.47715,1.41052,0.99218,0.02089,0.00619865,0.00619865,0.00619865
53,9330.58,1.20876,1.10164,0.01528,0.79264,0.67328,0.7564,0.47736,1.40807,0.99341,0.02085,0.0060747,0.0060747,0.0060747
54,9502.71,1.20767,1.09443,0.01511,0.80045,0.66893,0.75765,0.47774,1.40462,0.99365,0.02078,0.00595076,0.00595076,0.00595076
55,9675.38,1.19808,1.07432,0.01513,0.80904,0.66596,0.75831,0.47901,1.40079,0.99479,0.02068,0.00582681,0.00582681,0.00582681
56,9848.17,1.19225,1.06288,0.01506,0.80636,0.66861,0.7594,0.4801,1.39924,0.99115,0.02067,0.00570286,0.00570286,0.00570286
57,10021.1,1.19066,1.05865,0.01493,0.80658,0.66963,0.76043,0.48128,1.3986,0.98486,0.02067,0.00557891,0.00557891,0.00557891
58,10192.6,1.17798,1.04846,0.01479,0.80381,0.67305,0.76187,0.48295,1.39565,0.98318,0.02062,0.00545496,0.00545496,0.00545496
59,10365.3,1.17671,1.03337,0.01476,0.8064,0.67266,0.76229,0.48336,1.39495,0.98038,0.0206,0.00533102,0.00533102,0.00533102
