epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,219.829,1.417,3.73672,0.01953,0.4544,0.29751,0.29494,0.1498,1.65512,2.3644,0.0269,0.00417076,0.00417076,0.070858
2,413.625,1.43364,2.63347,0.02003,0.53927,0.40356,0.43093,0.21674,1.64136,1.97187,0.02666,0.00806874,0.00806874,0.0414226
3,601.94,1.46821,2.39873,0.02062,0.60809,0.42078,0.46703,0.23631,1.65021,1.86366,0.02648,0.0116913,0.0116913,0.0117118
4,783.039,1.4804,2.26118,0.02079,0.6298,0.4704,0.531,0.27412,1.65639,1.67269,0.02694,0.0112805,0.0112805,0.0112805
5,962.421,1.46617,2.09977,0.0206,0.62095,0.48994,0.5486,0.2873,1.63693,1.62398,0.02608,0.0108674,0.0108674,0.0108674
6,1140.39,1.45751,1.99549,0.0202,0.67273,0.52602,0.59532,0.31937,1.61636,1.48622,0.02555,0.0104542,0.0104542,0.0104542
7,1319.85,1.45226,1.89991,0.02022,0.67516,0.54683,0.61575,0.32399,1.62125,1.4319,0.02639,0.010041,0.010041,0.010041
8,1499.22,1.43561,1.83337,0.01989,0.70547,0.5618,0.63688,0.35298,1.57653,1.36808,0.02524,0.00962788,0.00962788,0.00962788
9,1678.05,1.42205,1.75614,0.01955,0.69357,0.58017,0.64494,0.35796,1.55011,1.34039,0.02434,0.00921472,0.00921472,0.00921472
10,1855.6,1.4076,1.70776,0.01927,0.7234,0.58852,0.66722,0.3746,1.52634,1.28544,0.02408,0.00880156,0.00880156,0.00880156
11,2033.74,1.40378,1.64967,0.01898,0.7448,0.58733,0.67413,0.38404,1.53378,1.25193,0.02385,0.0083884,0.0083884,0.0083884
12,2212.86,1.38922,1.60767,0.01875,0.73661,0.60877,0.69134,0.39682,1.50725,1.21163,0.02325,0.00797524,0.00797524,0.00797524
13,2391.15,1.3655,1.56973,0.01845,0.72188,0.61536,0.69179,0.39828,1.51119,1.18232,0.023,0.00756208,0.00756208,0.00756208
14,2569.66,1.35129,1.50579,0.01803,0.73568,0.62479,0.70173,0.41225,1.47945,1.15628,0.02271,0.00714892,0.00714892,0.00714892
15,2748.14,1.33937,1.47435,0.01783,0.74211,0.63561,0.71204,0.41927,1.47923,1.14703,0.02247,0.00673576,0.00673576,0.00673576
16,2927.6,1.32627,1.43181,0.01758,0.77139,0.63822,0.72638,0.42891,1.48251,1.09277,0.0223,0.0063226,0.0063226,0.0063226
17,3115.33,1.31146,1.40345,0.01729,0.75068,0.64743,0.7264,0.43563,1.46235,1.09194,0.02216,0.00590944,0.00590944,0.00590944
18,3308.3,1.29838,1.35299,0.01702,0.75759,0.65206,0.73256,0.44082,1.46199,1.06777,0.02201,0.00549628,0.00549628,0.00549628
19,3496.03,1.28797,1.32037,0.01674,0.76959,0.65998,0.74039,0.44483,1.46503,1.05347,0.02195,0.00508312,0.00508312,0.00508312
20,3684.95,1.26232,1.27627,0.01643,0.75751,0.66788,0.73983,0.44586,1.45517,1.04658,0.02181,0.00466996,0.00466996,0.00466996
