epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,220.953,1.43961,3.77185,0.01853,0.49747,0.28777,0.29337,0.15033,1.58503,2.31782,0.02479,0.00308143,0.00308143,0.0697686
2,412.547,1.43218,2.652,0.0186,0.56547,0.36312,0.39961,0.20561,1.62437,2.07907,0.02701,0.00596133,0.00596133,0.0393152
3,602.825,1.46116,2.38978,0.01906,0.59097,0.4028,0.44788,0.23176,1.63425,1.87914,0.02655,0.00863773,0.00863773,0.00865826
4,794.745,1.47613,2.24453,0.01936,0.63532,0.46298,0.52498,0.27314,1.61394,1.67046,0.02569,0.00833425,0.00833425,0.00833425
5,985.017,1.45864,2.11129,0.01909,0.61469,0.46481,0.53326,0.27948,1.61951,1.66937,0.02611,0.008029,0.008029,0.008029
6,1175.65,1.44052,2.00483,0.01858,0.65072,0.53285,0.5881,0.31694,1.56475,1.53764,0.02504,0.00772375,0.00772375,0.00772375
7,1362.96,1.43775,1.91144,0.01871,0.66616,0.53765,0.60187,0.32246,1.58664,1.46267,0.02492,0.0074185,0.0074185,0.0074185
8,1548.86,1.42905,1.83105,0.01857,0.70277,0.56571,0.63438,0.34335,1.59403,1.36197,0.0251,0.00711325,0.00711325,0.00711325
9,1735.01,1.42307,1.75904,0.0183,0.71706,0.57434,0.64902,0.35631,1.57564,1.3244,0.02486,0.006808,0.006808,0.006808
10,1920.01,1.40379,1.69967,0.01799,0.73141,0.57764,0.65741,0.36395,1.54663,1.28542,0.02387,0.00650275,0.00650275,0.00650275
11,2103.74,1.4008,1.64234,0.01779,0.71345,0.5903,0.66946,0.38228,1.53737,1.23696,0.02401,0.0061975,0.0061975,0.0061975
12,2286.81,1.38832,1.5912,0.01756,0.74315,0.60068,0.68621,0.39098,1.52033,1.22019,0.02353,0.00589225,0.00589225,0.00589225
13,2465,1.37162,1.53558,0.01731,0.7453,0.60343,0.68629,0.39629,1.50183,1.17788,0.02299,0.005587,0.005587,0.005587
14,2644.97,1.36106,1.488,0.01706,0.76572,0.62327,0.71049,0.41409,1.49779,1.12562,0.02303,0.00528175,0.00528175,0.00528175
15,2822.78,1.35068,1.44996,0.0168,0.75468,0.63955,0.7147,0.41909,1.5047,1.11495,0.02293,0.0049765,0.0049765,0.0049765
16,3001.33,1.33596,1.40206,0.0165,0.76332,0.62749,0.71482,0.42168,1.4885,1.1074,0.0226,0.00467125,0.00467125,0.00467125
17,3180.52,1.32018,1.37852,0.01623,0.76039,0.63779,0.72123,0.42973,1.47179,1.07959,0.0225,0.004366,0.004366,0.004366
18,3360.33,1.30712,1.33515,0.01608,0.76724,0.65047,0.72765,0.43453,1.47997,1.07128,0.02232,0.00406075,0.00406075,0.00406075
19,3539.77,1.30011,1.3139,0.01584,0.79053,0.64121,0.7359,0.44104,1.46923,1.06151,0.02207,0.0037555,0.0037555,0.0037555
20,3718.98,1.27644,1.2599,0.01562,0.78054,0.65735,0.74095,0.44706,1.46358,1.05024,0.02188,0.00345025,0.00345025,0.00345025
21,3910.26,1.33744,1.07605,0.02031,0.79135,0.65628,0.74568,0.45452,1.44488,1.02853,0.0216,0.003145,0.003145,0.003145
22,4084.64,1.30286,1.02171,0.01952,0.79067,0.65893,0.75167,0.45902,1.44084,1.0162,0.02145,0.00283975,0.00283975,0.00283975
23,4259.97,1.27488,0.96363,0.01879,0.79108,0.66738,0.75115,0.46239,1.44115,1.01029,0.02134,0.0025345,0.0025345,0.0025345
24,4434.31,1.25018,0.92249,0.01821,0.79434,0.66623,0.75626,0.4669,1.43811,0.99022,0.0213,0.00222925,0.00222925,0.00222925
25,4609.6,1.22327,0.88698,0.01764,0.80273,0.67043,0.75581,0.46811,1.43471,0.98312,0.02123,0.001924,0.001924,0.001924
26,4784.1,1.19772,0.85222,0.01705,0.80279,0.66751,0.75584,0.46649,1.42683,0.99678,0.02101,0.00161875,0.00161875,0.00161875
27,4967.05,1.17638,0.82697,0.0167,0.81264,0.66736,0.76031,0.46979,1.42725,0.9833,0.02098,0.0013135,0.0013135,0.0013135
28,5148.62,1.15569,0.79485,0.01626,0.81089,0.674,0.76161,0.47182,1.42942,0.97192,0.02104,0.00100825,0.00100825,0.00100825
29,5329.87,1.13674,0.76545,0.01596,0.80328,0.67495,0.76197,0.47297,1.43106,0.96862,0.02108,0.000703,0.000703,0.000703
30,5512.31,1.11611,0.7555,0.01556,0.80446,0.67782,0.76257,0.47453,1.4321,0.96521,0.02109,0.00039775,0.00039775,0.00039775
