epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,205.026,1.43626,3.86431,0.0187,0.48222,0.27063,0.27368,0.13785,1.56758,2.47146,0.0246,0.00214201,0.00214201,0.0688292
2,389.163,1.43888,2.72097,0.01893,0.50991,0.36388,0.37577,0.18252,1.66124,2.15249,0.02715,0.00414393,0.00414393,0.0374978
3,568.992,1.53373,2.51708,0.02053,0.49158,0.37453,0.37576,0.17059,1.83173,2.09149,0.03214,0.00600439,0.00600439,0.00602492
4,746.854,1.62848,2.49105,0.02213,0.58072,0.42093,0.45895,0.22398,1.72256,1.87767,0.02845,0.00579343,0.00579343,0.00579343
5,923.762,1.60653,2.35337,0.02187,0.5783,0.4498,0.47057,0.22857,1.78118,1.86543,0.02947,0.00558124,0.00558124,0.00558124
6,1101.48,1.59811,2.25782,0.02146,0.60058,0.46291,0.51388,0.25843,1.68639,1.73639,0.02814,0.00536905,0.00536905,0.00536905
7,1279.86,1.59359,2.18928,0.02155,0.59112,0.48305,0.52884,0.26411,1.71411,1.68251,0.02794,0.00515686,0.00515686,0.00515686
8,1458.95,1.58268,2.13681,0.02145,0.62349,0.52031,0.56488,0.29254,1.67806,1.54946,0.02727,0.00494467,0.00494467,0.00494467
9,1636.42,1.58283,2.09295,0.02124,0.64444,0.51353,0.57133,0.29399,1.65637,1.52639,0.02701,0.00473248,0.00473248,0.00473248
10,1815.65,1.56292,2.05171,0.02103,0.64485,0.52616,0.57843,0.30241,1.66103,1.51173,0.02666,0.00452029,0.00452029,0.00452029
11,1993.47,1.55883,2.01185,0.02077,0.67655,0.54185,0.60931,0.32561,1.60874,1.42196,0.02608,0.0043081,0.0043081,0.0043081
12,2172.07,1.55437,1.96902,0.0207,0.69252,0.54173,0.61614,0.33189,1.57553,1.45024,0.02508,0.00409591,0.00409591,0.00409591
13,2349.76,1.54212,1.92062,0.02058,0.67729,0.56498,0.62533,0.34289,1.57439,1.38364,0.02498,0.00388372,0.00388372,0.00388372
14,2527.74,1.53523,1.8745,0.02028,0.71234,0.56747,0.6371,0.35078,1.57363,1.35151,0.02489,0.00367153,0.00367153,0.00367153
15,2705.07,1.51809,1.85591,0.02002,0.71867,0.57097,0.64872,0.35684,1.55277,1.32662,0.02453,0.00345934,0.00345934,0.00345934
16,2883.2,1.50143,1.80768,0.01965,0.72277,0.58285,0.66063,0.37088,1.53738,1.28223,0.02391,0.00324715,0.00324715,0.00324715
17,3060.68,1.4926,1.77833,0.01946,0.72787,0.59141,0.66366,0.37374,1.52079,1.27953,0.02391,0.00303496,0.00303496,0.00303496
18,3238.02,1.47995,1.73201,0.0194,0.74815,0.59351,0.6795,0.38663,1.51302,1.24323,0.02378,0.00282277,0.00282277,0.00282277
19,3416.22,1.4787,1.70609,0.01925,0.74345,0.61295,0.68481,0.39059,1.51467,1.20122,0.0235,0.00261058,0.00261058,0.00261058
20,3593.03,1.44927,1.64138,0.01885,0.76108,0.60749,0.69455,0.3985,1.5139,1.17712,0.02355,0.00239839,0.00239839,0.00239839
21,3782.22,1.5626,1.4602,0.02551,0.75463,0.6161,0.70148,0.40689,1.48675,1.16788,0.02292,0.0021862,0.0021862,0.0021862
22,3955.91,1.53133,1.39406,0.02461,0.75044,0.61985,0.70271,0.41023,1.48014,1.16388,0.02256,0.00197401,0.00197401,0.00197401
23,4129.35,1.50376,1.30054,0.02387,0.76643,0.62811,0.71246,0.42029,1.47928,1.13313,0.02249,0.00176182,0.00176182,0.00176182
24,4303.35,1.46375,1.2255,0.02294,0.7708,0.63442,0.71872,0.42684,1.47034,1.11674,0.02231,0.00154963,0.00154963,0.00154963
25,4479.67,1.42324,1.16965,0.02197,0.77679,0.63171,0.7211,0.43214,1.45927,1.11372,0.02205,0.00133744,0.00133744,0.00133744
26,4652.49,1.38392,1.10029,0.021,0.77867,0.6386,0.72672,0.43734,1.45687,1.08606,0.02195,0.00112525,0.00112525,0.00112525
27,4829.86,1.33861,1.03724,0.02006,0.78008,0.64278,0.73099,0.44335,1.44859,1.07902,0.02166,0.00091306,0.00091306,0.00091306
28,5004.52,1.29519,0.97495,0.01905,0.79028,0.64748,0.73597,0.44738,1.44365,1.06759,0.02151,0.00070087,0.00070087,0.00070087
29,5179.79,1.25558,0.9041,0.01838,0.78978,0.65541,0.73868,0.4504,1.43959,1.06057,0.02142,0.00048868,0.00048868,0.00048868
30,5356.05,1.21391,0.87268,0.01755,0.79522,0.65235,0.74125,0.45467,1.4395,1.04622,0.02137,0.00027649,0.00027649,0.00027649
