epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,229.567,1.42233,3.77895,0.01902,0.40833,0.28073,0.26611,0.13509,1.59259,2.41194,0.02639,0.00293161,0.00293161,0.0696179
2,434.71,1.42297,2.66451,0.01903,0.5192,0.36631,0.37805,0.19153,1.63751,2.11264,0.02684,0.00580688,0.00580688,0.0391598
3,632.353,1.4441,2.40154,0.01956,0.61341,0.44372,0.48135,0.25135,1.6321,1.79104,0.0267,0.00862407,0.00862407,0.00864368
4,830.179,1.46461,2.25364,0.0198,0.60599,0.48532,0.52802,0.27492,1.65057,1.69301,0.02656,0.00853864,0.00853864,0.00853864
5,1027.99,1.44602,2.11398,0.01952,0.63724,0.49764,0.56153,0.29468,1.609,1.60854,0.02564,0.00845152,0.00845152,0.00845152
6,1226.93,1.44244,2.00891,0.0194,0.67178,0.52906,0.60032,0.31632,1.6166,1.4757,0.02605,0.0083644,0.0083644,0.0083644
7,1425.46,1.43656,1.92645,0.01939,0.68222,0.56397,0.62052,0.32981,1.59066,1.43653,0.02507,0.00827728,0.00827728,0.00827728
8,1622.31,1.42529,1.83812,0.01906,0.70412,0.57258,0.64234,0.35101,1.5674,1.37386,0.02432,0.00819016,0.00819016,0.00819016
9,1819.14,1.4186,1.78193,0.01883,0.70447,0.58379,0.65189,0.35225,1.56326,1.31731,0.02493,0.00810304,0.00810304,0.00810304
10,2016.29,1.41232,1.72841,0.01878,0.68853,0.59843,0.66226,0.36701,1.55472,1.29294,0.02439,0.00801592,0.00801592,0.00801592
11,2212.65,1.3976,1.68481,0.01852,0.73928,0.58754,0.67213,0.3745,1.52595,1.27924,0.02355,0.0079288,0.0079288,0.0079288
12,2409.23,1.39326,1.65096,0.01835,0.72474,0.60173,0.6845,0.39115,1.52068,1.221,0.02357,0.00784168,0.00784168,0.00784168
13,2606.56,1.3845,1.61987,0.01814,0.7493,0.5972,0.69067,0.39266,1.52038,1.18581,0.02351,0.00775456,0.00775456,0.00775456
14,2803.02,1.37504,1.5702,0.01802,0.73521,0.62197,0.70086,0.40393,1.50581,1.16671,0.02313,0.00766744,0.00766744,0.00766744
15,2999.39,1.37322,1.54233,0.01784,0.73995,0.63142,0.71079,0.41032,1.49277,1.15452,0.0228,0.00758032,0.00758032,0.00758032
16,3194.9,1.36979,1.51725,0.01765,0.73767,0.64238,0.71637,0.41861,1.49132,1.12606,0.02266,0.0074932,0.0074932,0.0074932
17,3389.79,1.3559,1.46923,0.01749,0.76468,0.62813,0.72207,0.42405,1.47373,1.10822,0.02232,0.00740608,0.00740608,0.00740608
18,3586.29,1.34703,1.45959,0.01756,0.78544,0.62689,0.72875,0.42998,1.46447,1.09361,0.02221,0.00731896,0.00731896,0.00731896
19,3781.89,1.34389,1.44237,0.01742,0.77998,0.64303,0.73136,0.42982,1.4667,1.08887,0.02229,0.00723184,0.00723184,0.00723184
20,3977.43,1.33592,1.40218,0.01719,0.78162,0.64948,0.73872,0.43592,1.46467,1.07454,0.02219,0.00714472,0.00714472,0.00714472
21,4173.87,1.32534,1.3972,0.01694,0.79194,0.65278,0.74144,0.44056,1.46663,1.05492,0.02217,0.0070576,0.0070576,0.0070576
22,4368.24,1.32341,1.37692,0.01697,0.77071,0.6722,0.74517,0.444,1.4574,1.05415,0.02194,0.00697048,0.00697048,0.00697048
23,4563.28,1.32053,1.36174,0.0169,0.79034,0.65752,0.74518,0.44688,1.45727,1.04246,0.02188,0.00688336,0.00688336,0.00688336
24,4758.2,1.31001,1.33028,0.01655,0.77806,0.66823,0.74697,0.44974,1.45084,1.04248,0.02179,0.00679624,0.00679624,0.00679624
25,4952.33,1.30122,1.31357,0.01656,0.79847,0.66402,0.75172,0.45554,1.44354,1.03317,0.02163,0.00670912,0.00670912,0.00670912
26,5146.98,1.30369,1.30616,0.01648,0.80508,0.65711,0.75234,0.45588,1.43714,1.03333,0.02148,0.006622,0.006622,0.006622
27,5341.79,1.29313,1.29789,0.01634,0.79613,0.66428,0.75431,0.45894,1.43152,1.02951,0.02141,0.00653488,0.00653488,0.00653488
28,5536.37,1.28547,1.28603,0.01616,0.79861,0.66623,0.75621,0.46082,1.42953,1.02382,0.02138,0.00644776,0.00644776,0.00644776
29,5731.26,1.28415,1.25377,0.01619,0.797,0.66969,0.75684,0.46218,1.42895,1.01985,0.02132,0.00636064,0.00636064,0.00636064
30,5926.95,1.28075,1.24636,0.01605,0.79254,0.67205,0.75707,0.46356,1.42672,1.01622,0.02126,0.00627352,0.00627352,0.00627352
31,6120.68,1.27218,1.24599,0.01591,0.79342,0.67195,0.75794,0.46522,1.4269,1.01369,0.02125,0.0061864,0.0061864,0.0061864
32,6317.35,1.27049,1.22119,0.01593,0.79432,0.67525,0.76033,0.46693,1.42557,1.00815,0.02122,0.00609928,0.00609928,0.00609928
33,6515.66,1.2621,1.20783,0.01579,0.79303,0.67492,0.76147,0.46846,1.42666,1.00161,0.02122,0.00601216,0.00601216,0.00601216
34,6711.87,1.25886,1.18691,0.0157,0.78264,0.67604,0.76059,0.46874,1.42347,1.00431,0.02113,0.00592504,0.00592504,0.00592504
35,6909.34,1.25675,1.19456,0.01565,0.7852,0.67776,0.76256,0.47044,1.42354,1.0012,0.02115,0.00583792,0.00583792,0.00583792
36,7106.53,1.2478,1.18115,0.01537,0.78614,0.67805,0.763,0.47113,1.41996,1.00336,0.02107,0.0057508,0.0057508,0.0057508
37,7302.36,1.24513,1.1609,0.01534,0.78874,0.68085,0.76364,0.47181,1.41773,1.00207,0.02103,0.00566368,0.00566368,0.00566368
38,7499.94,1.23758,1.14933,0.01527,0.79082,0.67762,0.76279,0.4719,1.41536,1.00354,0.02098,0.00557656,0.00557656,0.00557656
39,7699.42,1.23414,1.14376,0.01525,0.79314,0.67628,0.76308,0.47191,1.41536,0.99991,0.02099,0.00548944,0.00548944,0.00548944
40,7896.44,1.22838,1.1319,0.01521,0.78914,0.68003,0.76458,0.47346,1.41517,0.99738,0.02098,0.00540232,0.00540232,0.00540232
41,8094.23,1.22386,1.12441,0.01514,0.78894,0.68387,0.76442,0.47439,1.41432,0.99387,0.02098,0.0053152,0.0053152,0.0053152
42,8291.19,1.21873,1.11712,0.01495,0.78669,0.68398,0.76355,0.4751,1.41547,0.98908,0.02099,0.00522808,0.00522808,0.00522808
43,8487.53,1.21033,1.10603,0.01483,0.78009,0.68708,0.76357,0.47552,1.41385,0.98797,0.02094,0.00514096,0.00514096,0.00514096
44,8685.29,1.20879,1.10565,0.01474,0.7744,0.69499,0.76513,0.47735,1.41319,0.98436,0.02092,0.00505384,0.00505384,0.00505384
45,8882.7,1.20829,1.07396,0.01466,0.77754,0.69505,0.76491,0.4777,1.4111,0.98476,0.02089,0.00496672,0.00496672,0.00496672
46,9079.81,1.19664,1.0654,0.01459,0.7761,0.6932,0.7642,0.47775,1.41225,0.98426,0.02093,0.0048796,0.0048796,0.0048796
47,9274.85,1.19487,1.05168,0.01452,0.77063,0.6972,0.76497,0.47869,1.40818,0.98665,0.02084,0.00479248,0.00479248,0.00479248
48,9468.51,1.1912,1.05348,0.01447,0.77377,0.69325,0.7648,0.47969,1.40915,0.98203,0.02085,0.00470536,0.00470536,0.00470536
49,9661.37,1.18439,1.04704,0.01434,0.77258,0.6939,0.76445,0.48023,1.40789,0.9813,0.02079,0.00461824,0.00461824,0.00461824
50,9859.32,1.18818,1.03465,0.01438,0.77696,0.68932,0.76512,0.48188,1.40406,0.98068,0.0207,0.00453112,0.00453112,0.00453112
51,10055.8,1.17668,1.03278,0.01427,0.79052,0.68383,0.76575,0.48302,1.40495,0.97649,0.02068,0.004444,0.004444,0.004444
52,10252.9,1.16928,1.01506,0.01399,0.79401,0.68199,0.7666,0.48372,1.40254,0.97341,0.02065,0.00435688,0.00435688,0.00435688
53,10450,1.16226,1.00448,0.01401,0.79325,0.68504,0.76799,0.48501,1.40192,0.97091,0.02064,0.00426976,0.00426976,0.00426976
